,Unnamed: 0,Unnamed: 0.1,name,period,last_extract
1396,,,REGN,2000d,12-29-2021
1397,,,JJSF,2000d,12-29-2021
1398,,,SBGI,2000d,12-29-2021
1399,,,EVR,2000d,12-29-2021
1400,,,XEL,2000d,12-29-2021
1401,,,B,2000d,12-29-2021
1402,,,HEP,2000d,12-29-2021
1403,,,GLT,2000d,12-29-2021
1404,,,DNOW,2000d,12-29-2021
1405,,,NPTN,2000d,12-29-2021
1406,,,QTNT,2000d,12-29-2021
1407,,,PFSI,2000d,12-29-2021
1408,,,SRI,2000d,12-29-2021
1409,,,NGL,2000d,12-29-2021
1410,,,MGPI,2000d,12-29-2021
1411,,,PRGO,2000d,12-29-2021
1412,,,GNW,2000d,12-29-2021
1413,,,HUBB,2000d,12-29-2021
1414,,,IRTC,2000d,12-29-2021
1415,,,ADNT,2000d,12-29-2021
1416,,,SBUX,2000d,12-29-2021
1417,,,NWN,2000d,12-29-2021
1418,,,ODFL,2000d,12-29-2021
1419,,,PM,2000d,12-29-2021
1420,,,WEN,2000d,12-29-2021
1421,,,HCCI,2000d,12-29-2021
1422,,,OXY,2000d,12-29-2021
1423,,,PATH,2000d,12-29-2021
1424,,,VNE,2000d,12-29-2021
1425,,,CONN,2000d,12-29-2021
1426,,,AVT,2000d,12-29-2021
1427,,,BABA,2000d,12-29-2021
1428,,,NVDA,2000d,12-29-2021
1429,,,JWN,2000d,12-29-2021
1430,,,CNS,2000d,12-29-2021
1431,,,AGI,2000d,12-29-2021
1432,,,ZEUS,2000d,12-29-2021
1433,,,OPTN,2000d,12-29-2021
1434,,,STRA,2000d,12-29-2021
1435,,,GKOS,2000d,12-29-2021
1436,,,PLAN,2000d,12-29-2021
1437,,,XM,2000d,12-29-2021
1438,,,ETSY,2000d,12-29-2021
1439,,,PDCO,2000d,12-29-2021
1440,,,EXLS,2000d,12-29-2021
1441,,,MASI,2000d,12-29-2021
1442,,,LE,2000d,12-29-2021
1443,,,MATX,2000d,12-29-2021
1444,,,OCSL,2000d,12-29-2021
1445,,,HA,2000d,12-29-2021
1446,,,NDSN,2000d,12-29-2021
1447,,,TS,2000d,12-29-2021
1448,,,CTLT,2000d,12-29-2021
1449,,,ACAD,2000d,12-29-2021
1450,,,LUMO,2000d,12-29-2021
1451,,,AES,2000d,12-29-2021
1452,,,NET,2000d,12-29-2021
1453,,,OMER,2000d,12-29-2021
1454,,,HMN,2000d,12-29-2021
1455,,,MANH,2000d,12-29-2021
1456,,,ASH,2000d,12-29-2021
1457,,,DVAX,2000d,12-29-2021
1458,,,AXDX,2000d,12-29-2021
1459,,,GERN,2000d,12-29-2021
1460,,,DOCU,2000d,12-29-2021
1461,,,QGEN,2000d,12-29-2021
1462,,,LW,2000d,12-29-2021
1463,,,AYI,2000d,12-29-2021
1464,,,J,2000d,12-29-2021
1465,,,CRI,2000d,12-29-2021
1466,,,NWL,2000d,12-29-2021
1467,,,DOCS,2000d,12-29-2021
1468,,,SXC,2000d,12-29-2021
1469,,,TWNK,2000d,12-29-2021
1470,,,SYY,2000d,12-29-2021
1471,,,GPK,2000d,12-29-2021
1472,,,OLED,2000d,12-29-2021
1473,,,DIS,2000d,12-29-2021
1474,,,FTV,2000d,12-29-2021
1475,,,IRWD,2000d,12-29-2021
1476,,,CMCO,2000d,12-29-2021
1477,,,HEI,2000d,12-29-2021
1478,,,PBH,2000d,12-29-2021
1479,,,FN,2000d,12-29-2021
1480,,,HLI,2000d,12-29-2021
1481,,,SON,2000d,12-29-2021
1482,,,KKR,2000d,12-29-2021
1483,,,NSP,2000d,12-29-2021
1484,,,YUM,2000d,12-29-2021
1485,,,KMT,2000d,12-29-2021
1486,,,ET,2000d,12-29-2021
1487,,,PNC,2000d,12-29-2021
1488,,,STKL,2000d,12-29-2021
1489,,,TKR,2000d,12-29-2021
1490,,,HAL,2000d,12-29-2021
1491,,,NFG,2000d,12-29-2021
1492,,,CMRE,2000d,12-29-2021
1493,,,BIO,2000d,12-29-2021
1494,,,VTRS,2000d,12-29-2021
1495,,,FIX,2000d,12-29-2021
1496,,,PCAR,2000d,12-29-2021
1497,,,COLL,2000d,12-29-2021
1498,,,DISH,2000d,12-29-2021
1499,,,SNA,2000d,12-29-2021
1500,,,OSIS,2000d,12-29-2021
1501,,,UNF,2000d,12-29-2021
1502,,,OSUR,2000d,12-29-2021
1503,,,EXAS,2000d,12-29-2021
1504,,,SIG,2000d,12-29-2021
1505,,,HOG,2000d,12-29-2021
1506,,,EXPO,2000d,12-29-2021
1507,,,HPE,2000d,12-29-2021
1508,,,KBR,2000d,12-29-2021
1509,,,VBIV,2000d,12-29-2021
1510,,,DPZ,2000d,12-29-2021
1511,,,ASML,2000d,12-29-2021
1512,,,TRGP,2000d,12-29-2021
1513,,,TA,2000d,12-29-2021
1514,,,SAIA,2000d,12-29-2021
1515,,,OMI,2000d,12-29-2021
1516,,,ANIP,2000d,12-29-2021
1517,,,ADUS,2000d,12-29-2021
1518,,,CPK,2000d,12-29-2021
1519,,,TSQ,2000d,12-29-2021
1520,,,WISH,2000d,12-29-2021
1521,,,DSX,2000d,12-29-2021
1522,,,GPI,2000d,12-29-2021
1523,,,TK,2000d,12-29-2021
1524,,,TME,2000d,12-29-2021
1525,,,ZUO,2000d,12-29-2021
1526,,,FICO,2000d,12-29-2021
1527,,,FLR,2000d,12-29-2021
1528,,,CYBR,2000d,12-29-2021
1529,,,ZEN,2000d,12-29-2021
1530,,,CIEN,2000d,12-29-2021
1531,,,DD,2000d,12-29-2021
1532,,,AG,2000d,12-29-2021
1533,,,KMDA,2000d,12-29-2021
1534,,,PSX,2000d,12-29-2021
1535,,,LH,2000d,12-29-2021
1536,,,GWRE,2000d,12-29-2021
1537,,,STLD,2000d,12-29-2021
1538,,,PLTR,2000d,12-29-2021
1539,,,REAL,2000d,12-29-2021
1540,,,LL,2000d,12-29-2021
1541,,,NTCT,2000d,12-29-2021
1542,,,ACI,2000d,12-29-2021
1543,,,FAF,2000d,12-29-2021
1544,,,HES,2000d,12-29-2021
1545,,,TWLO,2000d,12-29-2021
1546,,,POR,2000d,12-29-2021
1547,,,CDNA,2000d,12-29-2021
1548,,,XPER,2000d,12-29-2021
1549,,,CTSO,2000d,12-29-2021
1550,,,RVLV,2000d,12-29-2021
1551,,,SO,2000d,12-29-2021
1552,,,TDG,2000d,12-29-2021
1553,,,MTDR,2000d,12-29-2021
1554,,,AGX,2000d,12-29-2021
1555,,,SUPN,2000d,12-29-2021
1556,,,MODN,2000d,12-29-2021
1557,,,MGNX,2000d,12-29-2021
1558,,,HUBG,2000d,12-29-2021
1559,,,RS,2000d,12-29-2021
1560,,,LKQ,2000d,12-29-2021
1561,,,RETA,2000d,12-29-2021
1562,,,RAMP,2000d,12-29-2021
1563,,,CECE,2000d,12-29-2021
1564,,,BLUE,2000d,12-29-2021
1565,,,MIC,2000d,12-29-2021
1566,,,DBD,2000d,12-29-2021
1567,,,BC,2000d,12-29-2021
1568,,,DXC,2000d,12-29-2021
1569,,,NATI,2000d,12-29-2021
1570,,,CG,2000d,12-29-2021
1571,,,MTCH,2000d,12-29-2021
1572,,,THC,2000d,12-29-2021
1573,,,NVEE,2000d,12-29-2021
1574,,,SXI,2000d,12-29-2021
1575,,,NMM,2000d,12-29-2021
1576,,,NRP,2000d,12-29-2021
1577,,,RAIL,2000d,12-29-2021
1578,,,AFL,2000d,12-29-2021
1579,,,BERY,2000d,12-29-2021
1580,,,RDWR,2000d,12-29-2021
1581,,,MYE,2000d,12-29-2021
1582,,,INFI,2000d,12-29-2021
1583,,,NS,2000d,12-29-2021
1584,,,GTLS,2000d,12-29-2021
1585,,,ORCL,2000d,12-29-2021
1586,,,ATVI,2000d,12-29-2021
1587,,,UIS,2000d,12-29-2021
1588,,,OXM,2000d,12-29-2021
1589,,,TACO,2000d,12-29-2021
1590,,,MTD,2000d,12-29-2021
1591,,,STC,2000d,12-29-2021
1592,,,COKE,2000d,12-29-2021
1593,,,GPN,2000d,12-29-2021
1594,,,RBBN,2000d,12-29-2021
1595,,,PDD,2000d,12-29-2021
1596,,,MMYT,2000d,12-29-2021
1597,,,SSP,2000d,12-29-2021
1598,,,NCLH,2000d,12-29-2021
1599,,,MRTN,2000d,12-29-2021
1600,,,DXCM,2000d,12-29-2021
1601,,,CCOI,2000d,12-29-2021
1602,,,BMRN,2000d,12-29-2021
1603,,,MRVL,2000d,12-29-2021
1604,,,ABM,2000d,12-29-2021
1605,,,ROP,2000d,12-29-2021
1606,,,AFRM,2000d,12-29-2021
1607,,,SJI,2000d,12-29-2021
1608,,,RGP,2000d,12-29-2021
1609,,,EVRG,2000d,12-29-2021
1610,,,CABO,2000d,12-29-2021
1611,,,IGT,2000d,12-29-2021
1612,,,SABR,2000d,12-29-2021
1613,,,FOXF,2000d,12-29-2021
1614,,,CLAR,2000d,12-29-2021
1615,,,LNC,2000d,12-29-2021
1616,,,MPWR,2000d,12-29-2021
1617,,,IMAX,2000d,12-29-2021
1618,,,SIRI,2000d,12-29-2021
1619,,,KTOS,2000d,12-29-2021
1620,,,WAB,2000d,12-29-2021
1621,,,EMR,2000d,12-29-2021
1622,,,OGE,2000d,12-29-2021
1623,,,VGR,2000d,12-29-2021
1624,,,SWIR,2000d,12-29-2021
1625,,,WPM,2000d,12-29-2021
1626,,,VRSK,2000d,12-29-2021
1627,,,MSM,2000d,12-29-2021
1628,,,FIZZ,2000d,12-29-2021
1629,,,PEN,2000d,12-29-2021
1630,,,TROW,2000d,12-29-2021
1631,,,MSGS,2000d,12-29-2021
1632,,,SLB,2000d,12-29-2021
1633,,,AMED,2000d,12-29-2021
1634,,,IDCC,2000d,12-29-2021
1635,,,OI,2000d,12-29-2021
1636,,,LEG,2000d,12-29-2021
1637,,,PGR,2000d,12-29-2021
1638,,,AGTC,2000d,12-29-2021
1639,,,FORM,2000d,12-29-2021
1640,,,QNST,2000d,12-29-2021
1641,,,MAR,2000d,12-29-2021
1642,,,ALB,2000d,12-29-2021
1643,,,NKTR,2000d,12-29-2021
1644,,,KOS,2000d,12-29-2021
1645,,,LYFT,2000d,12-29-2021
1646,,,ASC,2000d,12-29-2021
1647,,,VECO,2000d,12-29-2021
1648,,,EME,2000d,12-29-2021
1649,,,MRO,2000d,12-29-2021
1650,,,WCN,2000d,12-29-2021
1651,,,FVRR,2000d,12-29-2021
1652,,,LHCG,2000d,12-29-2021
1653,,,LNG,2000d,12-29-2021
1654,,,GCI,2000d,12-29-2021
1655,,,ST,2000d,12-29-2021
1656,,,TRN,2000d,12-29-2021
1657,,,PRTY,2000d,12-29-2021
1658,,,ATKR,2000d,12-29-2021
1659,,,PEG,2000d,12-29-2021
1660,,,WTI,2000d,12-29-2021
1661,,,JHX,2000d,12-29-2021
1662,,,GHM,2000d,12-29-2021
1663,,,AGIO,2000d,12-29-2021
1664,,,CHRW,2000d,12-29-2021
1665,,,CNMD,2000d,12-29-2021
1666,,,MCY,2000d,12-29-2021
1667,,,ISEE,2000d,12-29-2021
1668,,,UHS,2000d,12-29-2021
1669,,,STE,2000d,12-29-2021
1670,,,OTTR,2000d,12-29-2021
1671,,,TEVA,2000d,12-29-2021
1672,,,HSTM,2000d,12-29-2021
1673,,,HMC,2000d,12-29-2021
1674,,,AIR,2000d,12-29-2021
1675,,,GHL,2000d,12-29-2021
1676,,,ITGR,2000d,12-29-2021
1677,,,TPR,2000d,12-29-2021
1678,,,CTBI,2000d,12-29-2021
1679,,,EPAY,2000d,12-29-2021
1680,,,EA,2000d,12-29-2021
1681,,,DASH,2000d,12-29-2021
1682,,,GATX,2000d,12-29-2021
1683,,,AVID,2000d,12-29-2021
1684,,,CP,2000d,12-29-2021
1685,,,CNR,2000d,12-29-2021
1686,,,EHTH,2000d,12-29-2021
1687,,,MGM,2000d,12-29-2021
1688,,,SQM,2000d,12-29-2021
1689,,,ENTG,2000d,12-29-2021
1690,,,IMMR,2000d,12-29-2021
1691,,,SM,2000d,12-29-2021
1692,,,CRL,2000d,12-29-2021
1693,,,NEE,2000d,12-29-2021
1694,,,BWA,2000d,12-29-2021
1695,,,NGVC,2000d,12-29-2021
1696,,,WW,2000d,12-29-2021
1697,,,RPM,2000d,12-29-2021
1698,,,SATS,2000d,12-29-2021
1699,,,BAH,2000d,12-29-2021
1700,,,DENN,2000d,12-29-2021
1701,,,TEX,2000d,12-29-2021
1702,,,FSLR,2000d,12-29-2021
1703,,,CVS,2000d,12-29-2021
1704,,,HPQ,2000d,12-29-2021
1705,,,CLMT,2000d,12-29-2021
1706,,,CACC,2000d,12-29-2021
1707,,,ITW,2000d,12-29-2021
1708,,,VPG,2000d,12-29-2021
1709,,,SYNA,2000d,12-29-2021
1710,,,AMC,2000d,12-29-2021
1711,,,HZNP,2000d,12-29-2021
1712,,,ACHC,2000d,12-29-2021
1713,,,CDNS,2000d,12-29-2021
1714,,,CVX,2000d,12-29-2021
1715,,,DBX,2000d,12-29-2021
1716,,,ATRO,2000d,12-29-2021
1717,,,NOMD,2000d,12-29-2021
1718,,,PAR,2000d,12-29-2021
1719,,,CSTE,2000d,12-29-2021
1720,,,AXTI,2000d,12-29-2021
1721,,,BFAM,2000d,12-29-2021
1722,,,PRLB,2000d,12-29-2021
1723,,,BIDU,2000d,12-29-2021
1724,,,PCRX,2000d,12-29-2021
1725,,,EVTC,2000d,12-29-2021
1726,,,XRAY,2000d,12-29-2021
1727,,,MNKD,2000d,12-29-2021
1728,,,PD,2000d,12-29-2021
1729,,,MTSI,2000d,12-29-2021
1730,,,TXG,2000d,12-29-2021
1731,,,WGO,2000d,12-29-2021
1732,,,DDD,2000d,12-29-2021
1733,,,RSG,2000d,12-29-2021
1734,,,MCS,2000d,12-29-2021
1735,,,ANSS,2000d,12-29-2021
1736,,,ECOL,2000d,12-29-2021
1737,,,BMY,2000d,12-29-2021
1738,,,FL,2000d,12-29-2021
1739,,,SGEN,2000d,12-29-2021
1740,,,ONEM,2000d,12-29-2021
1741,,,BUD,2000d,12-29-2021
1742,,,FLS,2000d,12-29-2021
1743,,,HLNE,2000d,12-29-2021
1744,,,RMAX,2000d,12-29-2021
1745,,,LECO,2000d,12-29-2021
1746,,,ICD,2000d,12-29-2021
1747,,,PLNT,2000d,12-29-2021
1748,,,URBN,2000d,12-29-2021
1749,,,ACEL,2000d,12-29-2021
1750,,,WETF,2000d,12-29-2021
1751,,,SPWH,2000d,12-29-2021
1752,,,NEOG,2000d,12-29-2021
1753,,,PNR,2000d,12-29-2021
1754,,,QDEL,2000d,12-29-2021
1755,,,DLTR,2000d,12-29-2021
1756,,,TREC,2000d,12-29-2021
1757,,,MOD,2000d,12-29-2021
1758,,,PRPL,2000d,12-29-2021
1759,,,SHYF,2000d,12-29-2021
1760,,,BGNE,2000d,12-29-2021
1761,,,MTRX,2000d,12-29-2021
1762,,,QURE,2000d,12-29-2021
1763,,,BCOR,2000d,12-29-2021
1764,,,ADAP,2000d,12-29-2021
1765,,,TXMD,2000d,12-29-2021
1766,,,GIII,2000d,12-29-2021
1767,,,CVE,2000d,12-29-2021
1768,,,LSTR,2000d,12-29-2021
1769,,,DDS,2000d,12-29-2021
1770,,,BDC,2000d,12-29-2021
1771,,,AVA,2000d,12-29-2021
1772,,,SWKS,2000d,12-29-2021
1773,,,APPF,2000d,12-29-2021
1774,,,LITE,2000d,12-29-2021
1775,,,MTX,2000d,12-29-2021
1776,,,MKSI,2000d,12-29-2021
1777,,,ABCB,2000d,12-29-2021
1778,,,SWCH,2000d,12-29-2021
1779,,,DY,2000d,12-29-2021
1780,,,TYL,2000d,12-29-2021
1781,,,FC,2000d,12-29-2021
1782,,,NTAP,2000d,12-29-2021
1783,,,TTD,2000d,12-29-2021
1784,,,FBHS,2000d,12-29-2021
1785,,,CAL,2000d,12-29-2021
1786,,,RNR,2000d,12-29-2021
1787,,,SRE,2000d,12-29-2021
1788,,,CLB,2000d,12-29-2021
1789,,,PTEN,2000d,12-29-2021
1790,,,VRSN,2000d,12-29-2021
1791,,,NVTA,2000d,12-29-2021
1792,,,SHEN,2000d,12-29-2021
1793,,,GT,2000d,12-29-2021
1794,,,HSY,2000d,12-29-2021
1795,,,RDNT,2000d,12-29-2021
1796,,,TRMD,2000d,12-29-2021
1797,,,DOOR,2000d,12-29-2021
1798,,,AVY,2000d,12-29-2021
1799,,,PSN,2000d,12-29-2021
1800,,,AZTA,2000d,12-29-2021
1801,,,VWTR,2000d,12-29-2021
1802,,,AN,2000d,12-29-2021
1803,,,ALG,2000d,12-29-2021
1804,,,X,2000d,12-29-2021
1805,,,CNA,2000d,12-29-2021
1806,,,BOKF,2000d,12-29-2021
1807,,,CRMT,2000d,12-29-2021
1808,,,SCHL,2000d,12-29-2021
1809,,,LCI,2000d,12-29-2021
1810,,,TRMB,2000d,12-29-2021
1811,,,KDP,2000d,12-29-2021
1812,,,KMX,2000d,12-29-2021
1813,,,PFSW,2000d,12-29-2021
1814,,,UAA,2000d,12-29-2021
1815,,,PLOW,2000d,12-29-2021
1816,,,PGTI,2000d,12-29-2021
1817,,,DCO,2000d,12-29-2021
1818,,,HLIO,2000d,12-29-2021
1819,,,WRB,2000d,12-29-2021
1820,,,PENN,2000d,12-29-2021
1821,,,VEC,2000d,12-29-2021
1822,,,DLX,2000d,12-29-2021
1823,,,FIVE,2000d,12-29-2021
1824,,,BB,2000d,12-29-2021
1825,,,TM,2000d,12-29-2021
1826,,,MCHP,2000d,12-29-2021
1827,,,AZPN,2000d,12-29-2021
1828,,,GL,2000d,12-29-2021
1829,,,FOLD,2000d,12-29-2021
1830,,,PRDO,2000d,12-29-2021
1831,,,NHTC,2000d,12-29-2021
1832,,,COST,2000d,12-29-2021
1833,,,THRM,2000d,12-29-2021
1834,,,MS,2000d,12-29-2021
1835,,,NSC,2000d,12-29-2021
1836,,,APPN,2000d,12-29-2021
1837,,,EIX,2000d,12-29-2021
1838,,,CAT,2000d,12-29-2021
1839,,,RMBS,2000d,12-29-2021
1840,,,ORLY,2000d,12-29-2021
1841,,,ALGT,2000d,12-29-2021
1842,,,EXPE,2000d,12-29-2021
1843,,,INMD,2000d,12-29-2021
1844,,,HIBB,2000d,12-29-2021
1845,,,MP,2000d,12-29-2021
1846,,,FGEN,2000d,12-29-2021
1847,,,TFX,2000d,12-29-2021
1848,,,CMCSA,2000d,12-29-2021
1849,,,GRC,2000d,12-29-2021
1850,,,PLUG,2000d,12-29-2021
1851,,,PLT,2000d,12-29-2021
1852,,,ONTO,2000d,12-29-2021
1853,,,STX,2000d,12-29-2021
1854,,,NMRK,2000d,12-29-2021
1855,,,SJR,2000d,12-29-2021
1856,,,COUP,2000d,12-29-2021
1857,,,FTDR,2000d,12-29-2021
1858,,,WU,2000d,12-29-2021
1859,,,GDRX,2000d,12-29-2021
1860,,,DAN,2000d,12-29-2021
1861,,,SB,2000d,12-29-2021
1862,,,AMAT,2000d,12-29-2021
1863,,,PLCE,2000d,12-29-2021
1864,,,NIO,2000d,12-29-2021
1865,,,ENV,2000d,12-29-2021
1866,,,DOV,2000d,12-29-2021
1867,,,MMS,2000d,12-29-2021
1868,,,AVNS,2000d,12-29-2021
1869,,,MESO,2000d,12-29-2021
1870,,,PZZA,2000d,12-29-2021
1871,,,WB,2000d,12-29-2021
1872,,,AFMD,2000d,12-29-2021
1873,,,TPC,2000d,12-29-2021
1874,,,NSTG,2000d,12-29-2021
1875,,,SAM,2000d,12-29-2021
1876,,,VAC,2000d,12-29-2021
1877,,,AYX,2000d,12-29-2021
1878,,,TNK,2000d,12-29-2021
1879,,,ACA,2000d,12-29-2021
1880,,,MC,2000d,12-29-2021
1881,,,ENR,2000d,12-29-2021
1882,,,XRX,2000d,12-29-2021
1883,,,UMC,2000d,12-29-2021
1884,,,CVET,2000d,12-29-2021
1885,,,WST,2000d,12-29-2021
1886,,,HWM,2000d,12-29-2021
1887,,,PLUS,2000d,12-29-2021
1888,,,TRVN,2000d,12-29-2021
1889,,,AMKR,2000d,12-29-2021
1890,,,HOLX,2000d,12-29-2021
1891,,,ALL,2000d,12-29-2021
1892,,,MAXR,2000d,12-29-2021
1893,,,SPOK,2000d,12-29-2021
1894,,,OPK,2000d,12-29-2021
1895,,,TRP,2000d,12-29-2021
1896,,,HY,2000d,12-29-2021
1897,,,BRC,2000d,12-29-2021
1898,,,BL,2000d,12-29-2021
1899,,,FE,2000d,12-29-2021
1900,,,ACN,2000d,12-29-2021
1901,,,CPA,2000d,12-29-2021
1902,,,BBWI,2000d,12-29-2021
1903,,,WNS,2000d,12-29-2021
1904,,,CBT,2000d,12-29-2021
1905,,,PII,2000d,12-29-2021
1906,,,HZO,2000d,12-29-2021
1907,,,ICUI,2000d,12-29-2021
1908,,,R,2000d,12-29-2021
1909,,,DNB,2000d,12-29-2021
1910,,,MCK,2000d,12-29-2021
1911,,,BOOM,2000d,12-29-2021
1912,,,CSCO,2000d,12-29-2021
1913,,,FLT,2000d,12-29-2021
1914,,,MUR,2000d,12-29-2021
1915,,,TTOO,2000d,12-29-2021
1916,,,SAFT,2000d,12-29-2021
1917,,,AZZ,2000d,12-29-2021
1918,,,ZWS,2000d,12-29-2021
1919,,,DBI,2000d,12-29-2021
1920,,,AGCO,2000d,12-29-2021
1921,,,EHC,2000d,12-29-2021
1922,,,PRAA,2000d,12-29-2021
1923,,,SDGR,2000d,12-29-2021
1924,,,FMC,2000d,12-29-2021
1925,,,SCS,2000d,12-29-2021
1926,,,UFPI,2000d,12-29-2021
1927,,,WLDN,2000d,12-29-2021
1928,,,MGI,2000d,12-29-2021
1929,,,TWIN,2000d,12-29-2021
1930,,,EYE,2000d,12-29-2021
1931,,,ALLT,2000d,12-29-2021
1932,,,OCFC,2000d,12-29-2021
1933,,,SHOO,2000d,12-29-2021
1934,,,BWA,2000d,12-29-2021
1935,,,NGVC,2000d,12-29-2021
1936,,,WW,2000d,12-29-2021
1937,,,RPM,2000d,12-29-2021
1938,,,SATS,2000d,12-29-2021
1939,,,BAH,2000d,12-29-2021
1940,,,DENN,2000d,12-29-2021
1941,,,TEX,2000d,12-29-2021
1942,,,FSLR,2000d,12-29-2021
1943,,,CVS,2000d,12-29-2021
1944,,,HPQ,2000d,12-29-2021
1945,,,CLMT,2000d,12-29-2021
1946,,,CACC,2000d,12-29-2021
1947,,,ITW,2000d,12-29-2021
1948,,,VPG,2000d,12-29-2021
1949,,,SYNA,2000d,12-29-2021
1950,,,AMC,2000d,12-29-2021
1951,,,HZNP,2000d,12-29-2021
1952,,,ACHC,2000d,12-29-2021
1953,,,CDNS,2000d,12-29-2021
1954,,,CVX,2000d,12-29-2021
1955,,,DBX,2000d,12-29-2021
1956,,,ATRO,2000d,12-29-2021
1957,,,NOMD,2000d,12-29-2021
1958,,,PAR,2000d,12-29-2021
1959,,,CSTE,2000d,12-29-2021
1960,,,AXTI,2000d,12-29-2021
1961,,,BFAM,2000d,12-29-2021
1962,,,PRLB,2000d,12-29-2021
1963,,,BIDU,2000d,12-29-2021
1964,,,PCRX,2000d,12-29-2021
1965,,,EVTC,2000d,12-29-2021
1966,,,XRAY,2000d,12-29-2021
1967,,,MNKD,2000d,12-29-2021
1968,,,PD,2000d,12-29-2021
1969,,,MTSI,2000d,12-29-2021
1970,,,TXG,2000d,12-29-2021
1971,,,WGO,2000d,12-29-2021
1972,,,DDD,2000d,12-29-2021
1973,,,RSG,2000d,12-29-2021
1974,,,MCS,2000d,12-29-2021
1975,,,ANSS,2000d,12-29-2021
1976,,,ECOL,2000d,12-29-2021
1977,,,BMY,2000d,12-29-2021
1978,,,FL,2000d,12-29-2021
1979,,,SGEN,2000d,12-29-2021
1980,,,ONEM,2000d,12-29-2021
1981,,,BUD,2000d,12-29-2021
1982,,,FLS,2000d,12-29-2021
1983,,,HLNE,2000d,12-29-2021
1984,,,RMAX,2000d,12-29-2021
1985,,,LECO,2000d,12-29-2021
1986,,,ICD,2000d,12-29-2021
1987,,,PLNT,2000d,12-29-2021
1988,,,URBN,2000d,12-29-2021
1989,,,ACEL,2000d,12-29-2021
1990,,,WETF,2000d,12-29-2021
1991,,,SPWH,2000d,12-29-2021
1992,,,NEOG,2000d,12-29-2021
1993,,,PNR,2000d,12-29-2021
1994,,,QDEL,2000d,12-29-2021
1995,,,DLTR,2000d,12-29-2021
1996,,,TREC,2000d,12-29-2021
1997,,,MOD,2000d,12-29-2021
1998,,,PRPL,2000d,12-29-2021
1999,,,SHYF,2000d,12-29-2021
2000,,,BGNE,2000d,12-29-2021
2001,,,MTRX,2000d,12-29-2021
2002,,,QURE,2000d,12-29-2021
2003,,,BCOR,2000d,12-29-2021
2004,,,ADAP,2000d,12-29-2021
2005,,,TXMD,2000d,12-29-2021
2006,,,GIII,2000d,12-29-2021
2007,,,CVE,2000d,12-29-2021
2008,,,LSTR,2000d,12-29-2021
2009,,,DDS,2000d,12-29-2021
2010,,,BDC,2000d,12-29-2021
2011,,,AVA,2000d,12-29-2021
2012,,,SWKS,2000d,12-29-2021
2013,,,APPF,2000d,12-29-2021
2014,,,LITE,2000d,12-29-2021
2015,,,MTX,2000d,12-29-2021
2016,,,MKSI,2000d,12-29-2021
2017,,,ABCB,2000d,12-29-2021
2018,,,SWCH,2000d,12-29-2021
2019,,,DY,2000d,12-29-2021
2020,,,TYL,2000d,12-29-2021
2021,,,FC,2000d,12-29-2021
2022,,,NTAP,2000d,12-29-2021
2023,,,TTD,2000d,12-29-2021
2024,,,FBHS,2000d,12-29-2021
2025,,,CAL,2000d,12-29-2021
2026,,,RNR,2000d,12-29-2021
2027,,,SRE,2000d,12-29-2021
2028,,,CLB,2000d,12-29-2021
2029,,,PTEN,2000d,12-29-2021
2030,,,VRSN,2000d,12-29-2021
2031,,,NVTA,2000d,12-29-2021
2032,,,SHEN,2000d,12-29-2021
2033,,,GT,2000d,12-29-2021
2034,,,HSY,2000d,12-29-2021
2035,,,RDNT,2000d,12-29-2021
2036,,,TRMD,2000d,12-29-2021
2037,,,DOOR,2000d,12-29-2021
2038,,,AVY,2000d,12-29-2021
2039,,,PSN,2000d,12-29-2021
2040,,,AZTA,2000d,12-29-2021
2041,,,VWTR,2000d,12-29-2021
2042,,,AN,2000d,12-29-2021
2043,,,ALG,2000d,12-29-2021
2044,,,X,2000d,12-29-2021
2045,,,CNA,2000d,12-29-2021
2046,,,BOKF,2000d,12-29-2021
2047,,,CRMT,2000d,12-29-2021
2048,,,SCHL,2000d,12-29-2021
2049,,,LCI,2000d,12-29-2021
2050,,,TRMB,2000d,12-29-2021
2051,,,KDP,2000d,12-29-2021
2052,,,KMX,2000d,12-29-2021
2053,,,PFSW,2000d,12-29-2021
2054,,,UAA,2000d,12-29-2021
2055,,,PLOW,2000d,12-29-2021
2056,,,PGTI,2000d,12-29-2021
2057,,,DCO,2000d,12-29-2021
2058,,,HLIO,2000d,12-29-2021
2059,,,WRB,2000d,12-29-2021
2060,,,PENN,2000d,12-29-2021
2061,,,VEC,2000d,12-29-2021
2062,,,DLX,2000d,12-29-2021
2063,,,FIVE,2000d,12-29-2021
2064,,,BB,2000d,12-29-2021
2065,,,TM,2000d,12-29-2021
2066,,,MCHP,2000d,12-29-2021
2067,,,AZPN,2000d,12-29-2021
2068,,,GL,2000d,12-29-2021
2069,,,FOLD,2000d,12-29-2021
2070,,,PRDO,2000d,12-29-2021
2071,,,NHTC,2000d,12-29-2021
2072,,,COST,2000d,12-29-2021
2073,,,THRM,2000d,12-29-2021
2074,,,MS,2000d,12-29-2021
2075,,,NSC,2000d,12-29-2021
2076,,,APPN,2000d,12-29-2021
2077,,,EIX,2000d,12-29-2021
2078,,,CAT,2000d,12-29-2021
2079,,,RMBS,2000d,12-29-2021
2080,,,ORLY,2000d,12-29-2021
2081,,,ALGT,2000d,12-29-2021
2082,,,EXPE,2000d,12-29-2021
